text,buy_inten,inten_level,cat
"Hi, can you check if there are any high-quality dash cams available?",1,4.0,Automotive
"Good afternoon, I'd like to know more about car diagnostic tools on Amazon.",1,3.0,Automotive
"Hi, can you assist me in finding a Bluetooth audio receiver for my car?",1,4.0,Automotive
Do you have any recommendations for cargo liners for a hatchback?,1,4.0,Automotive
"I need a new set of alloy wheels for my vehicle, any good deals?",1,4.0,Automotive
Can you help me find a car cover that is effective against rain and sun?,1,4.0,Automotive
I am searching for eco-friendly car cleaning products. What do you suggest?,1,4.0,Automotive
"Hello, I'm interested in upgrading my car's lighting system. Any ideas?",1,4.0,Automotive
What are the best automotive gadgets for a road trip?,1,3.0,Automotive
Can you locate a rearview camera that's easy to install?,1,4.0,Automotive
"I need to replace my car's brake pads, any recommendations on brands?",1,4.0,Automotive
Good morning! I need some help please.,0,0.0,General
Can you recommend a reliable car battery available on Amazon?,1,4.0,Automotive
I'm looking for windshield wipers for a 2015 Toyota Camry. Any suggestions?,1,4.0,Automotive
What's the best price for high-performance motor oil?,1,4.0,Automotive
Do you have any deals on car tool kits?,1,3.0,Automotive
"I need a new set of tires, can you help?",1,4.0,Automotive
Is there a refund policy for automotive parts sold on Amazon?,0,0.0,Automotive
How do I ensure the auto parts I buy are compatible with my vehicle?,1,2.0,Automotive
Can you find me a dashboard cover that blocks UV rays?,1,4.0,Automotive
Show me some popular car cleaning kits.,1,4.0,Automotive
I need assistance with returning a car accessory I bought.,0,0.0,Automotive
Where can I find user reviews for car electronic accessories?,0,0.0,Automotive
"I'm considering upgrading my car's audio system, any advice?",1,4.0,Automotive
Is it possible to get next-day delivery on automotive parts?,1,3.0,Automotive
I'm trying to find the best prices on brake pads.,1,4.0,Automotive
"Hey, could you check if there are any discounts on car seat covers?",1,4.0,Automotive
Do you offer installation services for automotive products?,0,0.0,Automotive
Can I get some help tracking my order for a car charger?,0,0.0,Automotive
What are the warranty terms for automotive electronics?,1,2.0,Automotive
Could you find me a budget-friendly GPS navigator for my truck?,1,4.0,Automotive
"Hi there, could you help me find some car cleaning kits on Amazon?",1,4.0,Automotive
Good morning! I'm looking for new seat covers for my SUV. Any suggestions?,1,4.0,Automotive
I need to replace my car's air filter. Any recommendations?,1,4.0,Automotive
Can you find me the best deals on spark plugs for a Ford Mustang?,1,3.0,Automotive
"Hi, what are some high-rated diagnostic tools for cars on Amazon?",1,4.0,Automotive
Could you assist me in finding a durable set of wrenches for auto repair?,1,4.0,Automotive
I'm curious about the latest car audio systems available. Can you help?,1,2.0,Automotive
Do you sell automotive paints? I need to do some touch-ups.,1,3.0,Automotive
I'm in need of new tires for my vehicle. Any discounts available?,1,4.0,Automotive
Can you explain the benefits of synthetic oil for my car?,1,2.0,Automotive
I heard about ceramic brake pads. Are they worth the price?,1,3.0,Automotive
What are the most affordable GPS devices for cars on Amazon?,1,4.0,Automotive
"Hey, can you check if there are any sales on car batteries?",1,2.0,Automotive
Could you find a rearview camera that's easy to install?,1,4.0,Automotive
I'm thinking about upgrading my headlights. What do you have?,1,4.0,Automotive
Is there a universal car mount for smartphones that you recommend?,1,4.0,Automotive
Do you offer any eco-friendly car care products?,1,3.0,Automotive
What's the return policy on automotive items?,0,0.0,General
Can I get a discount if I order car accessories in bulk?,1,4.0,Automotive
I'm looking for some stylish cushions for my living room.,1,4.0,Home & Kitchen
Can you recommend a good blender that's under $100?,1,4.0,Home & Kitchen
What's the best storage solution for a small kitchen?,1,4.0,Home & Kitchen
"I need a new set of pots and pans, any suggestions?",1,4.0,Home & Kitchen
Is there a sale coming up on kitchen appliances?,1,3.0,Home & Kitchen
Can you find me a deal on Amazon for coffee machines?,1,4.0,Home & Kitchen
How do I choose the best vacuum cleaner from Amazon?,1,4.0,Home & Kitchen
"I heard Amazon has great wall art, can you help me find some?",1,4.0,Home & Kitchen
"I need a new dinnerware set, what are the latest trends?",1,4.0,Home & Kitchen
Just browsing for some modern lamps for my study.,1,3.0,Home & Kitchen
"Looking for a gift in the home decor section, any ideas?",1,2.0,Home & Kitchen
Can you find me some eco-friendly kitchen utensils on Amazon?,1,4.0,Home & Kitchen
"I'm curious about the new air fryers, got any info?",1,4.0,Home & Kitchen
Do you have any budget-friendly home automation gadgets?,1,3.0,Home & Kitchen
What are people buying these days for their kitchens?,1,2.0,Home & Kitchen
"Need a new rug for my bedroom, any recommendations?",1,4.0,Home & Kitchen
Looking for the best deals on Amazon for table linens.,1,4.0,Home & Kitchen
Can you help me find a chic tea set on Amazon?,1,4.0,Home & Kitchen
What’s the highest-rated toaster on Amazon right now?,1,4.0,Home & Kitchen
I'm considering upgrading my kitchen gadgets. Any top picks?,1,4.0,Home & Kitchen
Could you find me some modern wall art for my living room?,1,4.0,Home & Kitchen
What's the latest in coffee makers on Amazon?,1,4.0,Home & Kitchen
Looking for affordable storage solutions that ship quickly.,1,4.0,Home & Kitchen
Can you help me find eco-friendly kitchenware?,1,3.0,Home & Kitchen
"I need a new rug for my study, preferably something in blue.",1,3.0,Home & Kitchen
What are some good gift ideas for a housewarming party?,1,2.0,Home & Kitchen
Can you show me some smart home devices for kitchen?,1,4.0,Home & Kitchen
"I'm thinking of redecorating my bedroom, got any tips?",1,2.0,Home & Kitchen
Show me the best sellers in bed linens please.,1,4.0,Home & Kitchen
"Need a new blender that can handle daily use, any suggestions?",1,4.0,Home & Kitchen
Are there any good deals on Amazon for kitchen appliances?,1,4.0,Home & Kitchen
How about some fun and quirky coasters for the dining table?,1,2.0,Home & Kitchen
Can you find a high-quality chef's knife on Amazon?,1,4.0,Home & Kitchen
"I'm in need of new dinnerware, something classic but sturdy.",1,4.0,Home & Kitchen
What's trending in home fragrances?,1,2.0,Home & Kitchen
Good morning,0,0.0,General
"I'm looking for a new set of curtains, light-blocking if possible.",1,4.0,Home & Kitchen
Can you recommend a good air purifier that's not too noisy?,1,4.0,Home & Kitchen
Good morning! Can you help me find some stylish curtains for my living room?,1,3.0,Home & Kitchen
"I heard about space-saving hangers recently, are they available on Amazon?",1,4.0,Home & Kitchen
What's the latest trend in kitchen gadgets?,1,2.0,Home & Kitchen
Can you recommend some eco-friendly storage solutions for my pantry?,1,4.0,Home & Kitchen
I need a new bedding set that's hypoallergenic. Any suggestions?,1,4.0,Home & Kitchen
Could you find me a deal on a high-quality chef's knife?,1,4.0,Home & Kitchen
"Hey, is it possible to order a custom-made tablecloth on Amazon?",1,2.0,Home & Kitchen
I want to surprise my wife with a new set of cookware. Any recommendations?,1,5.0,Home & Kitchen
Looking for a birthday gift that's a home appliance. Any ideas?,1,3.0,Home & Kitchen
Do you know if Amazon has any smart home devices that are easy to install?,1,4.0,Home & Kitchen
"I'm trying to organize my garage, do you have any suggestions for storage bins?",1,4.0,Home & Kitchen
Can you find me some fun and colorful dinnerware for my kids?,1,3.0,Home & Kitchen
"I need a new rug for my office, preferably something modern. Any options?",1,4.0,Home & Kitchen
Is there a discount on air purifiers currently?,1,4.0,Home & Kitchen
"I'm redecorating my bathroom and need new accessories, what do you have?",1,4.0,Home & Kitchen
What are the best-selling home decor items on Amazon right now?,0,0.0,Home & Kitchen
Can I get a discount if I buy multiple kitchen appliances at once?,1,4.0,Home & Kitchen
"Looking for a gift that's both practical and home-oriented, any suggestions?",1,2.0,Home & Kitchen
I want to start baking. What's a good beginner's baking set?,1,4.0,Home & Kitchen
"Hi, could you help me find a new lamp for my nightstand?",1,4.0,Home & Kitchen
"Hello, I'm looking to redecorate my living room. Any ideas?",1,2.0,Home & Kitchen
Can you recommend some modern wall art for my office?,1,3.0,Home & Kitchen
"I need a new set of cookware, preferably non-stick. What do you suggest?",1,4.0,Home & Kitchen
"Hey, do you know if Amazon has any deals on kitchen gadgets today?",1,2.0,Home & Kitchen
What's the best storage solution for a small apartment available on Amazon?,1,4.0,Home & Kitchen
Looking for a gift that's kitchen-related. Any top picks?,1,3.0,Home & Kitchen
Could you find me some eco-friendly home decor?,1,4.0,Home & Kitchen
I'm planning a dinner party and need some fancy kitchen utensils. Help?,1,4.0,Home & Kitchen
Do you have any budget-friendly recommendations for home office decor?,1,3.0,Home & Kitchen
Can you help me find a spice rack with a modern design on Amazon?,1,4.0,Home & Kitchen
I'm curious about the latest trends in home lighting. Got any insights?,0,0.0,Home & Kitchen
What are the top-reviewed vacuum cleaners on Amazon right now?,1,4.0,Home & Kitchen
"Need a new bedspread that's both comfy and stylish, any suggestions?",1,4.0,Home & Kitchen
"Hey, can you find me a good deal on pillow covers?",1,3.0,Home & Kitchen
"I'm thinking of buying a new blender, which brands are the best?",1,4.0,Home & Kitchen
"Just checking, do Amazon sellers offer installation services for kitchen appliances?",0,0.0,Home & Kitchen
Can you find me a dining table set that's good for small spaces?,1,4.0,Home & Kitchen
I'd love some new recipes for healthy meals. Any books you'd recommend?,1,3.0,Home & Kitchen
Is there a sale on Amazon for kitchen appliances this weekend?,1,2.0,Home & Kitchen
Could you assist me in finding a high-quality chef's knife?,1,4.0,Home & Kitchen
Can you recommend some trendy home decor items?,1,3.0,Home & Kitchen
I'm looking to upgrade my kitchen with some new gadgets.,1,4.0,Home & Kitchen
Do they sell air fryers?,1,2.0,Home & Kitchen
"I need a new set of cookware, any ideas?",1,4.0,Home & Kitchen
Could you help me find some stylish curtains?,1,3.0,Home & Kitchen
I'm looking for affordable table lamps on Amazon.,1,4.0,Home & Kitchen
Can you find me the best deals on pillow covers?,1,4.0,Home & Kitchen
Is there a sale on kitchen appliances right now?,1,2.0,Home & Kitchen
Can you show me the top-rated blenders on Amazon?,1,4.0,Home & Kitchen
How's the weather today?,0,0.0,General
What's your favorite kitchen gadget?,0,0.0,General
Need a new microwave that’s compact and efficient. Suggestions?,1,4.0,Home & Kitchen
Which brand offers the best value for kitchen utensils?,1,4.0,Home & Kitchen
Can you help me pick a rug that matches a minimalist decor?,1,3.0,Home & Kitchen
"I'm thinking of redecorating my living room, any modern decor tips?",0,0.0,Home & Kitchen
Where can I find a good quality chef's knife?,1,4.0,Home & Kitchen
"Hello! I'm looking to revamp my kitchen, any suggestions on must-have gadgets?",1,3.0,Home & Kitchen
"Good morning, can you recommend some trendy home decor items available on Amazon?",1,2.0,Home & Kitchen
"I need a new set of cookware, something durable and stylish. What do you have?",1,4.0,Home & Kitchen
Can you find me a coffee table with storage options?,1,4.0,Home & Kitchen
What's the best-selling blender on Amazon right now?,1,4.0,Home & Kitchen
"I'm looking for eco-friendly home cleaning products, any ideas?",1,3.0,Home & Kitchen
I heard about smart kitchen appliances. Can you show me some?,1,4.0,Home & Kitchen
I need a new bedding set that's hypoallergenic. Any recommendations?,1,4.0,Home & Kitchen
What are the top rated vacuum cleaners on Amazon?,1,4.0,Home & Kitchen
Can you help me find a birthday gift for my mom? She loves cooking.,1,2.0,Home & Kitchen
I'm throwing a housewarming party and need some stylish serveware.,1,3.0,Home & Kitchen
"Hi there, what's the latest in smart home devices?",1,2.0,Home & Kitchen
I'm curious about the new trends in home lighting. Got any info?,1,2.0,Home & Kitchen
"Hi, could you find me a good deal on a kitchen knife set?",1,4.0,Home & Kitchen
Are there any new arrivals in kitchen appliances that I should check out?,1,3.0,Home & Kitchen
Can you compare prices for microwave ovens for me?,1,4.0,Home & Kitchen
I'd like to find some unique wall art for my living room. Any suggestions?,1,3.0,Home & Kitchen
What are the customer favorites for kitchen storage solutions on Amazon?,1,4.0,Home & Kitchen
"Hello there, can you help me find some trendy kitchen gadgets?",1,3.0,Home & Kitchen
